2.995804980525299754e+00,3.036013928547044216e+00,3.063414939163274120e+00,3.060778951369604872e+00,3.038905851882605536e+00,3.042448266904626664e+00,3.129446983972697716e+00,3.332248750460339526e+00,3.621003481258088019e+00,3.894083457607429910e+00,4.009386424764576518e+00,3.850251859389117737e+00,3.398931139902741982e+00,2.780047801612105740e+00,2.243422147182206672e+00,2.079514077699691654e+00,2.492662678591844649e+00,3.483145149350324932e+00,4.795474734362556113e+00,5.971045891606535427e+00,6.502902490262650659e+00
3.036013928547044216e+00,3.076222876568788234e+00,3.103623887185017693e+00,3.100987899391348890e+00,3.079114799904349553e+00,3.082657214926369793e+00,3.169655931994442177e+00,3.372457698482083543e+00,3.661212429279832037e+00,3.934292405629173928e+00,4.049595372786320091e+00,3.890460807410861754e+00,3.439140087924486444e+00,2.820256749633849758e+00,2.283631095203950689e+00,2.119723025721436116e+00,2.532871626613588667e+00,3.523354097372068949e+00,4.835683682384299686e+00,6.011254839628280777e+00,6.543111438284394232e+00
3.063414939163274120e+00,3.103623887185017693e+00,3.131024897801248041e+00,3.128388910007578350e+00,3.106515810520579457e+00,3.110058225542600141e+00,3.197056942610671637e+00,3.399858709098312559e+00,3.688613439896061497e+00,3.961693416245404276e+00,4.076996383402549995e+00,3.917861818027091214e+00,3.466541098540716348e+00,2.847657760250080106e+00,2.311032105820180149e+00,2.147124036337665576e+00,2.560272637229818571e+00,3.550755107988298853e+00,4.863084693000529590e+00,6.038655850244508905e+00,6.570512448900623248e+00
3.060778951369604872e+00,3.100987899391348890e+00,3.128388910007578350e+00,3.125752922213909546e+00,3.103879822726910209e+00,3.107422237748931337e+00,3.194420954817002389e+00,3.397222721304643311e+00,3.685977452102392249e+00,3.959057428451734140e+00,4.074360395608881191e+00,3.915225830233421966e+00,3.463905110747047100e+00,2.845021772456410858e+00,2.308396118026510901e+00,2.144488048543996328e+00,2.557636649436149323e+00,3.548119120194630050e+00,4.860448705206859898e+00,6.036019862450840101e+00,6.567876461106954444e+00
3.038905851882605536e+00,3.079114799904349553e+00,3.106515810520579457e+00,3.103879822726910209e+00,3.082006723239910428e+00,3.085549138261931557e+00,3.172547855330003053e+00,3.375349621817644419e+00,3.664104352615393356e+00,3.937184328964735247e+00,4.052487296121881855e+00,3.893352730746423518e+00,3.442032011260047319e+00,2.823148672969411521e+00,2.286523018539511565e+00,2.122614949056996991e+00,2.535763549949149986e+00,3.526246020707630269e+00,4.838575605719861450e+00,6.014146762963840764e+00,6.546003361619955108e+00
3.042448266904626664e+00,3.082657214926369793e+00,3.110058225542600141e+00,3.107422237748931337e+00,3.085549138261931557e+00,3.089091553283952241e+00,3.176090270352024625e+00,3.378892036839665103e+00,3.667646767637413596e+00,3.940726743986756375e+00,4.056029711143902539e+00,3.896895145768444202e+00,3.445574426282068448e+00,2.826691087991432205e+00,2.290065433561532693e+00,2.126157364079018119e+00,2.539305964971171115e+00,3.529788435729651397e+00,4.842118020741881246e+00,6.017689177985861448e+00,6.549545776641976680e+00
3.129446983972697716e+00,3.169655931994442177e+00,3.197056942610671637e+00,3.194420954817002389e+00,3.172547855330003053e+00,3.176090270352024625e+00,3.263088987420095233e+00,3.465890753907737043e+00,3.754645484705485536e+00,4.027725461054827427e+00,4.143028428211974479e+00,3.983893862836515698e+00,3.532573143350139944e+00,2.913689805059503257e+00,2.377064150629604189e+00,2.213156081147089171e+00,2.626304682039242167e+00,3.616787152797722893e+00,4.929116737809954074e+00,6.104687895053933389e+00,6.636544493710047732e+00
3.332248750460339526e+00,3.372457698482083543e+00,3.399858709098312559e+00,3.397222721304643311e+00,3.375349621817644419e+00,3.378892036839665103e+00,3.465890753907737043e+00,3.668692520395378409e+00,3.957447251193127347e+00,4.230527227542468793e+00,4.345830194699614957e+00,4.186695629324156620e+00,3.735374909837781754e+00,3.116491571547144623e+00,2.579865917117245555e+00,2.415957847634730538e+00,2.829106448526883533e+00,3.819588919285364259e+00,5.131918504297594552e+00,6.307489661541573867e+00,6.839346260197689098e+00
3.621003481258088019e+00,3.661212429279832037e+00,3.688613439896061497e+00,3.685977452102392249e+00,3.664104352615393356e+00,3.667646767637413596e+00,3.754645484705485536e+00,3.957447251193127347e+00,4.246201981990876284e+00,4.519281958340217287e+00,4.634584925497363450e+00,4.475450360121905113e+00,4.024129640635529803e+00,3.405246302344893561e+00,2.868620647914994048e+00,2.704712578432479475e+00,3.117861179324632470e+00,4.108343650083113197e+00,5.420673235095343045e+00,6.596244392339324136e+00,7.128100990995438480e+00
3.894083457607429910e+00,3.934292405629173928e+00,3.961693416245404276e+00,3.959057428451734140e+00,3.937184328964735247e+00,3.940726743986756375e+00,4.027725461054827427e+00,4.230527227542468793e+00,4.519281958340217287e+00,4.792361934689560066e+00,4.907664901846706229e+00,4.748530336471247004e+00,4.297209616984871694e+00,3.678326278694235896e+00,3.141700624264336383e+00,2.977792554781821366e+00,3.390941155673974361e+00,4.381423626432455087e+00,5.693753211444685824e+00,6.869324368688666027e+00,7.401180967344779482e+00
4.009386424764576518e+00,4.049595372786320091e+00,4.076996383402549995e+00,4.074360395608881191e+00,4.052487296121881855e+00,4.056029711143902539e+00,4.143028428211974479e+00,4.345830194699614957e+00,4.634584925497363450e+00,4.907664901846706229e+00,5.022967869003852392e+00,4.863833303628394056e+00,4.412512584142018746e+00,3.793629245851382059e+00,3.257003591421482547e+00,3.093095521938967973e+00,3.506244122831120968e+00,4.496726593589601251e+00,5.809056178601830212e+00,6.984627335845811302e+00,7.516483934501925646e+00
3.850251859389117737e+00,3.890460807410861754e+00,3.917861818027091214e+00,3.915225830233421966e+00,3.893352730746423518e+00,3.896895145768444202e+00,3.983893862836515698e+00,4.186695629324156620e+00,4.475450360121905113e+00,4.748530336471247004e+00,4.863833303628394056e+00,4.704698738252935719e+00,4.253378018766560409e+00,3.634494680475923278e+00,3.097869026046023766e+00,2.933960956563509193e+00,3.347109557455662632e+00,4.337592028214142914e+00,5.649921613226372763e+00,6.825492770470352966e+00,7.357349369126467309e+00
3.398931139902741982e+00,3.439140087924486444e+00,3.466541098540716348e+00,3.463905110747047100e+00,3.442032011260047319e+00,3.445574426282068448e+00,3.532573143350139944e+00,3.735374909837781754e+00,4.024129640635529803e+00,4.297209616984871694e+00,4.412512584142018746e+00,4.253378018766560409e+00,3.802057299280184655e+00,3.183173960989547968e+00,2.646548306559648456e+00,2.482640237077133882e+00,2.895788837969287322e+00,3.886271308727767160e+00,5.198600893739999229e+00,6.374172050983976767e+00,6.906028649640091999e+00
