1.442412543140721759e+00,1.623039493889961715e+00,1.803875587526938551e+00,1.980199685748847749e+00,2.146972383002956786e+00,2.299066510450981760e+00,2.431524269287218765e+00,2.539823416963630898e+00,2.620132761602286031e+00,2.669536906259958986e+00,2.686211879902917765e+00,2.669536906259958986e+00,2.620132761602286031e+00,2.539823416963630898e+00,2.431524269287218321e+00,2.299066510450981760e+00,2.146972383002956786e+00,1.980199685748847083e+00,1.803875587526938551e+00,1.623039493889961493e+00,1.442412543140721759e+00
1.623039493889961715e+00,1.826441400812486737e+00,2.030078821106680032e+00,2.228635335879058044e+00,2.416436129190306037e+00,2.587707555886723743e+00,2.736866696437004975e+00,2.858821106142164670e+00,2.949256524419686887e+00,3.004889956704094089e+00,3.023667450443494165e+00,3.004889956704094089e+00,2.949256524419686887e+00,2.858821106142164670e+00,2.736866696437004975e+00,2.587707555886723743e+00,2.416436129190306037e+00,2.228635335879058044e+00,2.030078821106680032e+00,1.826441400812486737e+00,1.623039493889961715e+00
1.803875587526938551e+00,2.030078821106680032e+00,2.256543969075665235e+00,2.477358642691007251e+00,2.686211879902917765e+00,2.876682810705459836e+00,3.042562671031942667e+00,3.178188153811331684e+00,3.278761370424799981e+00,3.340631303053632539e+00,3.361513751338609968e+00,3.340631303053632539e+00,3.278761370424799981e+00,3.178188153811331684e+00,3.042562671031942223e+00,2.876682810705459836e+00,2.686211879902917321e+00,2.477358642691006807e+00,2.256543969075665235e+00,2.030078821106680032e+00,1.803875587526938551e+00
1.980199685748847749e+00,2.228635335879058044e+00,2.477358642691007251e+00,2.719876117484660405e+00,2.949256524419686887e+00,3.158447917380718728e+00,3.340631303053632983e+00,3.489586755437310561e+00,3.600044824756843731e+00,3.667995652394936190e+00,3.690930535039574689e+00,3.667995652394936190e+00,3.600044824756842843e+00,3.489586755437310561e+00,3.340631303053632983e+00,3.158447917380718728e+00,2.949256524419686887e+00,2.719876117484660405e+00,2.477358642691007251e+00,2.228635335879058044e+00,1.980199685748847749e+00
2.146972383002956786e+00,2.416436129190306037e+00,2.686211879902917765e+00,2.949256524419686887e+00,3.198052153075617632e+00,3.424949928768779461e+00,3.622553684794889595e+00,3.784117028032060848e+00,3.903924491815391029e+00,3.977626814981548797e+00,4.002502952494632282e+00,3.977626814981548797e+00,3.903924491815391029e+00,3.784117028032060848e+00,3.622553684794888706e+00,3.424949928768779461e+00,3.198052153075617632e+00,2.949256524419685555e+00,2.686211879902917765e+00,2.416436129190305149e+00,2.146972383002956786e+00
2.299066510450981760e+00,2.587707555886723743e+00,2.876682810705459836e+00,3.158447917380718728e+00,3.424949928768779461e+00,3.667995652394936190e+00,3.879662548325901295e+00,4.052724093546340001e+00,4.181058060867426818e+00,4.260005659239091358e+00,4.286652191248586874e+00,4.260005659239091358e+00,4.181058060867426818e+00,4.052724093546339112e+00,3.879662548325900406e+00,3.667995652394936190e+00,3.424949928768779461e+00,3.158447917380718728e+00,2.876682810705459836e+00,2.587707555886723298e+00,2.299066510450981760e+00
2.431524269287218765e+00,2.736866696437004975e+00,3.042562671031942667e+00,3.340631303053632983e+00,3.622553684794889595e+00,3.879662548325901295e+00,4.103576938787081296e+00,4.286652191248586874e+00,4.422411833500526690e+00,4.505927506983690378e+00,4.534115863724918150e+00,4.505927506983690378e+00,4.422411833500526690e+00,4.286652191248586874e+00,4.103576938787081296e+00,3.879662548325901295e+00,3.622553684794889595e+00,3.340631303053632539e+00,3.042562671031942667e+00,2.736866696437004975e+00,2.431524269287218765e+00
2.539823416963630898e+00,2.858821106142164670e+00,3.178188153811331684e+00,3.489586755437310561e+00,3.784117028032060848e+00,4.052724093546340001e+00,4.286652191248586874e+00,4.477914778063449397e+00,4.619745746547986087e+00,4.706996336320264263e+00,4.736445308564730894e+00,4.706996336320264263e+00,4.619745746547985199e+00,4.477914778063449397e+00,4.286652191248586874e+00,4.052724093546340001e+00,3.784117028032060848e+00,3.489586755437309673e+00,3.178188153811331684e+00,2.858821106142164226e+00,2.539823416963630898e+00
2.620132761602286031e+00,2.949256524419686887e+00,3.278761370424799981e+00,3.600044824756843731e+00,3.903924491815391029e+00,4.181058060867426818e+00,4.422411833500526690e+00,4.619745746547986087e+00,4.766078913261120320e+00,4.856099134059077116e+00,4.886482917029929318e+00,4.856099134059077116e+00,4.766078913261120320e+00,4.619745746547985199e+00,4.422411833500526690e+00,4.181058060867426818e+00,3.903924491815391029e+00,3.600044824756842399e+00,3.278761370424799981e+00,2.949256524419685555e+00,2.620132761602286031e+00
2.669536906259958986e+00,3.004889956704094089e+00,3.340631303053632539e+00,3.667995652394936190e+00,3.977626814981548797e+00,4.260005659239091358e+00,4.505927506983690378e+00,4.706996336320264263e+00,4.856099134059077116e+00,4.947823157228435242e+00,4.978782010567022631e+00,4.947823157228435242e+00,4.856099134059076228e+00,4.706996336320264263e+00,4.505927506983690378e+00,4.260005659239091358e+00,3.977626814981548797e+00,3.667995652394935302e+00,3.340631303053632539e+00,3.004889956704094089e+00,2.669536906259958986e+00
